 nol, nog, noth, tq, lv           4          15          20          16       65536
  1.384090913353300E-01  3.811358918287694E-01 -5.929891870685544E-02
 -4.133733009469731E-01  8.560779953305121E-02  9.290735958082744E-02
  1.151966946012960E-02 -6.305134408980674E-02 -4.901593409545507E-02
 -6.179127367197821E-03 -3.902418109732164E-01 -7.317022774119883E-02
 -4.763272882101938E-01  3.725117729017622E-01  1.769977202125635E-01
  3.599784448610288E-03  7.679347769250716E-02  2.235112877903292E-01
  1.421666940446667E-01 -4.373583333624487E-02  1.325441648337942E-01
 -2.819818458999447E-01 -3.836157330286747E-01 -4.173716418781709E-01
 -8.050275726051412E-02  4.928796473670128E-01  8.412228773601182E-02
  1.848755832715909E-01  3.717325798868504E-01 -4.797373601166199E-01
  5.655410011679829E-01  1.225403626047690E-01 -1.332863404160539E-01
  4.674365764585496E-02 -1.044461339489800E-01  3.669349823857926E-02
  9.341370803254728E-02  1.595858623277880E-01 -2.015313583096018E-01
  1.377567951404832E-01  1.244496828322630E-02  4.995841960396214E-02
  7.908634358878081E-02  1.567213418521607E-01  3.100052818189671E-02
 -4.382290279517821E-02  4.676755316000308E-01  5.500005234632649E-03
  3.144291607138865E-01 -8.968938349363118E-02  4.331200493875740E-01
  2.078686197765835E-01  3.241405368365977E-01 -2.213968918458136E-01
 -2.381339968162870E-01 -1.300231228944657E-01  1.596219986377767E-01
  6.044880443063770E-02 -3.574166558375058E-02  8.935306129699469E-02
 Min. of elapsed time in second is:   5.6154590001824545E-003
