 nol, nog, noth, tq, lv           6          12          20           9         512
  4.362123125065264E-01  8.469350137418828E-02  5.705566125506631E-02
 -2.164190787882621E-01 -6.862745055557251E-02  8.825362812786033E-02
  1.087033188067482E-01 -8.613039006777110E-02  2.494689291432906E-01
 -3.126772464699108E-01  1.748790365331885E-01  1.058671297979869E-01
 -5.062506723345028E-01  3.427261270158050E-02  5.896844091889845E-02
 -1.098738333352480E-01 -8.099658048674706E-03  2.333556128532371E-01
 -1.297573252614261E-01  1.054231224818820E-01 -1.728612799824742E-01
  1.074967638423826E-01  6.908573305515092E-02 -2.566974236717241E-02
 -1.096050947995494E-01 -1.086645403100205E-01 -2.002586882631253E-01
 -4.084864628869538E-02  1.218336886461070E-01 -2.934594346433991E-02
 -4.919420385510392E-01  2.395590846836341E-01  3.729498029295598E-02
  5.008688748883500E-01  3.751312724467761E-01 -2.168698665574529E-01
 -2.974810786483784E-01  2.078588142036334E-01  2.615702458956668E-01
  8.338140367269531E-02 -4.474383536535100E-01  1.650301860299727E-01
  6.197714124133101E-02 -1.260892990314344E-01 -3.820652811112574E-03
  3.445036016677043E-01  5.488676275881437E-02 -2.479552048289963E-01
 -9.922335129451729E-02  2.062340130577899E-01  5.558841290717310E-02
 -6.866550911243130E-01  2.195903152544650E-01  3.246292737345854E-01
 -4.419602273256300E-01 -5.493238432566332E-01 -6.088518030329697E-01
 -1.191737693640912E-01 -5.224367929927044E-02 -7.290615416631704E-02
 Min. of elapsed time in second is:   7.4538000262691639E-005
