 nol, nog, noth, tq, lv           6          12          20           9         512
  3.861700561933907E-01 -4.566794147483959E-02  1.815375057837006E-01
 -1.386683837772426E-01 -5.501310745439648E-02  2.125045595109618E-02
 -1.634064567808931E-01 -3.195194300333588E-02 -3.967043605375935E-01
  1.648857013949655E-01 -9.673332225416428E-02 -4.660382458867039E-02
 -4.165194082939386E-01 -6.184488047613984E-02 -1.211492966357149E-01
 -7.628129429731072E-01  4.776915269630353E-01  6.014415629020515E-01
 -1.540980478111323E-01  2.515551275002353E-01  6.902825843576216E-02
  8.707959779452341E-03 -6.113373909701815E-02 -1.874300890608591E-01
  2.567404388207752E-01  2.996257199314750E-01 -2.203295317086899E-01
  5.921034506776885E-01 -8.319216981148433E-01  5.907375352782178E-01
 -4.842854570064955E-01 -3.431244462437185E-01 -1.293251630185916E-01
  8.214815734135716E-01  5.671511544401231E-01 -3.980169093838799E-01
 -1.813176239312107E-01  2.224743507916709E-01 -4.041601422049141E-02
 -1.368877508462575E-01  6.449862398403829E-01  2.219614781928646E-01
  1.771783874467843E-01 -2.385439647618259E-01 -2.522488537854374E-02
 -2.456028725506187E-01  1.149771441421623E-01 -9.163985605145794E-02
  3.560079371260273E-01 -2.599144574908184E-01  3.787014141002445E-01
 -1.244622692013590E-01 -5.382921793702388E-01  1.842351075648384E-01
  1.663156098264440E-01 -6.914285452727265E-02  2.338646001022084E-02
  1.805393177445037E-01 -1.839443968208942E-03  8.995036369424877E-02
 Min. of elapsed time in second is:   6.8628000008175150E-005
